,original_ref,rxn_ref,retro_template,count
496,R48,R43,([c:4]:[n:5](:[c:6])-[c:1](:[c:2]):[n:3])>>(C-N1-C-C(=O)-O-B(-[c:1](:[c:2]):[n:3])-O-C(=O)-C-1).([c:4]:[nH:5]:[c:6]),82
497,R48,R43,([c:2]:[c:1](:[c:3])-[n:5](:[c:4]):[c:6])>>(C-N1-C-C(=O)-O-B(-[c:1](:[c:2]):[c:3])-O-C(=O)-C-1).([c:4]:[nH:5]:[c:6]),73
498,R48,R43,([c:4]:[n:5](:[n:6])-[c:1](:[c:2]):[o:3])>>(O-B(-O)-[c:1](:[c:2]):[o:3]).([c:4]:[nH:5]:[n:6]),69
499,R49,R44,([C:2]-[C:1](-[C:3])=[CH:4]-[C:5])>>(O=[C:1](-[C:2])-[C:3]).(Cl-[CH2:4]-[C:5]),4980
500,R49,R44,([C:2]-[C:1](-[c:3])=[CH:4]-[c:5])>>(O=[C:1](-[C:2])-[c:3]).(Cl-[CH2:4]-[c:5]),4680
501,R49,R44,([C:2]-[C:1](-[c:3])=[CH:4]-[C:5])>>(O=[C:1](-[C:2])-[c:3]).(Cl-[CH2:4]-[C:5]),4531
502,R49,R44,([C:2]-[C:1](-[C:3])=[CH:4]-[c:5])>>(O=[C:1](-[C:2])-[C:3]).(Cl-[CH2:4]-[c:5]),4486
503,R49,R44,([C:2]-[C:1](-[C:3])=[CH:4]-[C:5])>>(O=[C:1](-[C:2])-[C:3]).(Br-[CH2:4]-[C:5]),3307
504,R49,R44,([C:2]-[C:1](-[c:3])=[CH:4]-[C:5])>>(O=[C:1](-[C:2])-[c:3]).(Br-[CH2:4]-[C:5]),2966
505,R49,R44,([C:4]-[CH:3]=[CH:1]-[c:2])>>(O=[CH:1]-[c:2]).(Cl-[CH2:3]-[C:4]),2479
506,R49,R44,([C:2]-[C:1](-[C:3])=[CH:4]-[c:5])>>(O=[C:1](-[C:2])-[C:3]).(Br-[CH2:4]-[c:5]),1955
507,R49,R44,([C:2]-[C:1](-[c:3])=[CH:4]-[c:5])>>(O=[C:1](-[C:2])-[c:3]).(Br-[CH2:4]-[c:5]),1944
508,R49,R44,([C:4]-[CH:3]=[CH:1]-[c:2])>>(O=[CH:1]-[c:2]).(Br-[CH2:3]-[C:4]),1577
509,R49,R44,([C:5]-[CH:4]=[C:1](-[c:2])-[c:3])>>(O=[C:1](-[c:2])-[c:3]).(Cl-[CH2:4]-[C:5]),1321
510,R49,R44,([C:5]-[CH:4]=[C:1](-[c:2])-[c:3])>>(O=[C:1](-[c:2])-[c:3]).(Br-[CH2:4]-[C:5]),865
511,R49,R44,([c:2]-[C:1](-[c:3])=[CH:4]-[c:5])>>(O=[C:1](-[c:2])-[c:3]).(Cl-[CH2:4]-[c:5]),848
512,R49,R44,([c:4]-[CH:3]=[CH:1]-[c:2])>>(O=[CH:1]-[c:2]).(Cl-[CH2:3]-[c:4]),741
513,R49,R44,([C:2]-[C:1](-[C:3])=[CH:4]-[C:5])>>(O=[C:1](-[C:2])-[C:3]).(I-[CH2:4]-[C:5]),563
514,R49,R44,([C:2]-[C:1](-[c:3])=[CH:4]-[C:5])>>(O=[C:1](-[C:2])-[c:3]).(I-[CH2:4]-[C:5]),545
515,R49,R44,([c:4]-[CH:3]=[CH:1]-[c:2])>>(O=[CH:1]-[c:2]).(Br-[CH2:3]-[c:4]),352
516,R49,R44,([c:2]-[C:1](-[c:3])=[CH:4]-[c:5])>>(O=[C:1](-[c:2])-[c:3]).(Br-[CH2:4]-[c:5]),339
517,R49,R44,([C:4]-[CH:3]=[CH:1]-[c:2])>>(O=[CH:1]-[c:2]).(I-[CH2:3]-[C:4]),249
518,R49,R44,([C:4]-[CH:3]=[CH:1]-[C:2])>>(O=[CH:1]-[C:2]).(Cl-[CH2:3]-[C:4]),187
519,R49,R44,([C:2]-[CH:1]=[CH:3]-[c:4])>>(O=[CH:1]-[C:2]).(Cl-[CH2:3]-[c:4]),147
520,R49,R44,([C:4]-[CH:3]=[CH:1]-[C:2])>>(O=[CH:1]-[C:2]).(Br-[CH2:3]-[C:4]),131
521,R49,R44,([CH:4]=[c:1]:[c:2]:[o:3])>>(O=[C:1]-[C:2]-[O:3]).(Cl-[CH2:4]),124
522,R49,R44,([C:5]-[CH:4]=[C:1](-[c:2])-[c:3])>>(O=[C:1](-[c:2])-[c:3]).(I-[CH2:4]-[C:5]),122
523,R49,R44,([C:2]-[CH:1]=[CH:3]-[c:4])>>(O=[CH:1]-[C:2]).(Br-[CH2:3]-[c:4]),72
524,R49,R44,([C:5]-[CH:4]=[C:1]1-[C:2]-[C:3]-1)>>(O=[C:1]1-[C:2]-[C:3]-1).(Cl-[CH2:4]-[C:5]),67
525,R49,R44,([CH:4]=[c:1]:[c:2]:[o:3])>>(O=[C:1]-[C:2]-[O:3]).(Br-[CH2:4]),66
526,R49,R44,([C:2]-[C:1](-[c:3])=[CH:4]-[c:5])>>(O=[C:1](-[C:2])-[c:3]).(I-[CH2:4]-[c:5]),64
527,R49,R44,([C:2]-[C:1](-[C:3])=[CH:4]-[c:5])>>(O=[C:1](-[C:2])-[C:3]).(I-[CH2:4]-[c:5]),51
528,R49,R44,([c:5]-[CH:4]=[C:1]1-[C:2]-[C:3]-1)>>(O=[C:1]1-[C:2]-[C:3]-1).(Cl-[CH2:4]-[c:5]),49
529,R50,R45,([C:4]-[N:5](-[C:6])-[c:1](:[c:2]):[c:3])>>(Cl-[c:1](:[c:2]):[c:3]).([C:4]-[NH:5]-[C:6]),15419
530,R50,R45,([C:4]-[NH:5]-[c:1](:[c:2]):[c:3])>>(Cl-[c:1](:[c:2]):[c:3]).([C:4]-[NH2:5]),14403
531,R50,R45,([C:4]-[N:5](-[C:6])-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).([C:4]-[NH:5]-[C:6]),9065
532,R50,R45,([C:4]-[NH:5]-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).([C:4]-[NH2:5]),8099
533,R50,R45,([c:2]:[c:1](:[c:3])-[NH:4]-[c:5])>>(Cl-[c:1](:[c:2]):[c:3]).([NH2:4]-[c:5]),7731
534,R50,R45,([c:2]:[c:1](:[c:3])-[NH:4]-[c:5])>>(Br-[c:1](:[c:2]):[c:3]).([NH2:4]-[c:5]),4127
535,R50,R45,([C:4]-[N:5](-[C:6])-[c:1](:[c:2]):[n:3])>>(Cl-[c:1](:[c:2]):[n:3]).([C:4]-[NH:5]-[C:6]),2741
536,R50,R45,([C:4]-[NH:5]-[c:1](:[c:2]):[n:3])>>(Cl-[c:1](:[c:2]):[n:3]).([C:4]-[NH2:5]),2309
537,R50,R45,([C:4]-[N:5](-[C:6])-[c:1](:[c:2]):[c:3])>>(I-[c:1](:[c:2]):[c:3]).([C:4]-[NH:5]-[C:6]),1039
538,R50,R45,([c:5]-[NH:4]-[c:1](:[c:2]):[n:3])>>(Cl-[c:1](:[c:2]):[n:3]).([NH2:4]-[c:5]),1021
539,R50,R45,([C:4]-[NH:5]-[c:1](:[c:2]):[c:3])>>(I-[c:1](:[c:2]):[c:3]).([C:4]-[NH2:5]),879
540,R50,R45,([C:4]-[N:5](-[C:6])-[c:1](:[c:2]):[n:3])>>(Br-[c:1](:[c:2]):[n:3]).([C:4]-[NH:5]-[C:6]),604
541,R50,R45,([C:4]-[NH:5]-[c:1](:[c:2]):[n:3])>>(Br-[c:1](:[c:2]):[n:3]).([C:4]-[NH2:5]),519
542,R50,R45,([C:4]-[N:5](-[C:6])-[c:1](:[n:2]):[n:3])>>(Cl-[c:1](:[n:2]):[n:3]).([C:4]-[NH:5]-[C:6]),424
543,R50,R45,([c:2]:[c:1](:[c:3])-[NH:4]-[c:5])>>(I-[c:1](:[c:2]):[c:3]).([NH2:4]-[c:5]),398
544,R50,R45,([C:4]-[NH:5]-[c:1](:[n:2]):[n:3])>>(Cl-[c:1](:[n:2]):[n:3]).([C:4]-[NH2:5]),384
545,R50,R45,([c:5]-[NH:4]-[c:1](:[c:2]):[n:3])>>(Br-[c:1](:[c:2]):[n:3]).([NH2:4]-[c:5]),290
546,R50,R45,([c:5]-[NH:4]-[c:1](:[n:2]):[n:3])>>(Cl-[c:1](:[n:2]):[n:3]).([NH2:4]-[c:5]),258
547,R50,R45,([C:4]-[N:5](-[N:6])-[c:1](:[c:2]):[c:3])>>(Cl-[c:1](:[c:2]):[c:3]).([C:4]-[NH:5]-[N:6]),228
548,R50,R45,([C:4]-[N:5](-[N:6])-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).([C:4]-[NH:5]-[N:6]),139
549,R51,R46,([c:6]-[c:4]1:[n:5]:[c:2]:[c:1]:[nH:3]:1)>>(Br-[CH:1]-[C:2]=O).([NH2:3]-[C:4](=[NH:5])-[c:6]),2926
550,R51,R46,([c:4]1:[n:5]:[c:2]:[c:1]:[nH:3]:1)>>(Br-[CH:1]-[C:2]=O).([NH2:3]-[C:4]=[NH:5]),2026
551,R51,R46,([c:7]-[c:5]1:[n:6]:[c:2](-[c:3]):[c:1]:[nH:4]:1)>>(Br-[CH:1]-[C:2](=O)-[c:3]).([NH2:4]-[C:5](=[NH:6])-[c:7]),2005
552,R51,R46,([c:3]-[c:2]1:[c:1]:[nH:4]:[c:5]:[n:6]:1)>>(Br-[CH:1]-[C:2](=O)-[c:3]).([NH2:4]-[C:5]=[NH:6]),1758
553,R51,R46,([c:2]-[c:1]1:[c:3]:[n:6]:[c:5]:[nH:4]:1)>>(Br-[CH:1](-[c:2])-[C:3]=O).([NH2:4]-[C:5]=[NH:6]),162
554,R51,R46,([c:7]-[c:5]1:[n:6]:[c:3]:[c:1](-[c:2]):[nH:4]:1)>>(Br-[CH:1](-[c:2])-[C:3]=O).([NH2:4]-[C:5](=[NH:6])-[c:7]),134
555,R51,R46,([N:4]-[C:2]=[C:1]-[NH+:3])>>(Br-[CH:1]-[C:2]=O).([NH2+:3].[NH:4]),57
556,R52,R47,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[c:6])>>(O-C(=O)-[c:1](:[c:2]):[c:3]).(Cl-[c:4](:[c:5]):[c:6]),15337
557,R52,R47,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[c:6])>>(O-C(=O)-[c:1](:[c:2]):[c:3]).(Br-[c:4](:[c:5]):[c:6]),7411
558,R52,R47,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[n:6])>>(O-C(=O)-[c:1](:[c:2]):[c:3]).(Cl-[c:4](:[c:5]):[n:6]),1320
559,R52,R47,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[c:6])>>(O-C(=O)-[c:1](:[c:2]):[c:3]).(I-[c:4](:[c:5]):[c:6]),819
560,R52,R47,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[n:6])>>(O-C(=O)-[c:1](:[c:2]):[c:3]).(Br-[c:4](:[c:5]):[n:6]),356
561,R53,R48,([C:4]-[N:5](-[C:6])-[c:1](:[c:2]):[n:3])>>(Cl-[c:1](:[c:2]):[n:3]).([C:4]-[NH:5]-[C:6]),12986
562,R53,R48,([C:4]-[NH:5]-[c:1](:[c:2]):[n:3])>>(Cl-[c:1](:[c:2]):[n:3]).([C:4]-[NH2:5]),9775
563,R53,R48,([C:4]-[N:5](-[C:6])-[c:1](:[c:2]):[c:3])>>(Cl-[c:1](:[c:2]):[c:3]).([C:4]-[NH:5]-[C:6]),2713
564,R53,R48,([C:4]-[N:5](-[C:6])-[c:1](:[c:2]):[n:3])>>(F-[c:1](:[c:2]):[n:3]).([C:4]-[NH:5]-[C:6]),2586
565,R53,R48,([C:4]-[NH:5]-[c:1](:[c:2]):[n:3])>>(F-[c:1](:[c:2]):[n:3]).([C:4]-[NH2:5]),2317
566,R53,R48,([C:4]-[N:5](-[C:6])-[c:1](:[n:2]):[n:3])>>(Cl-[c:1](:[n:2]):[n:3]).([C:4]-[NH:5]-[C:6]),2254
567,R53,R48,([C:4]-[NH:5]-[c:1](:[c:2]):[c:3])>>(Cl-[c:1](:[c:2]):[c:3]).([C:4]-[NH2:5]),2063
568,R53,R48,([C:4]-[NH:5]-[c:1](:[n:2]):[n:3])>>(Cl-[c:1](:[n:2]):[n:3]).([C:4]-[NH2:5]),1734
569,R53,R48,([C:4]-[N:5](-[C:6])-[c:1](:[c:2]):[c:3])>>(F-[c:1](:[c:2]):[c:3]).([C:4]-[NH:5]-[C:6]),323
570,R53,R48,([C:4]-[NH:5]-[c:1](:[c:2]):[c:3])>>(F-[c:1](:[c:2]):[c:3]).([C:4]-[NH2:5]),269
571,R53,R48,([C:4]-[N:5](-[N:6])-[c:1](:[c:2]):[n:3])>>(Cl-[c:1](:[c:2]):[n:3]).([C:4]-[NH:5]-[N:6]),175
572,R53,R48,([C:4]-[N:5](-[C:6])-[c:1](:[n:2]):[n:3])>>(F-[c:1](:[n:2]):[n:3]).([C:4]-[NH:5]-[C:6]),73
573,R53,R48,([C:4]-[NH:5]-[c:1](:[n:2]):[n:3])>>(F-[c:1](:[n:2]):[n:3]).([C:4]-[NH2:5]),57
574,R53,R48,([C:4]-[N:5](-[N:6])-[c:1](:[c:2]):[n:3])>>(F-[c:1](:[c:2]):[n:3]).([C:4]-[NH:5]-[N:6]),48
575,R57,R49,([N:3]-[C:1]-[NH:2])>>([C:1]=[N:2]).([NH:3]),34097
576,R57,R49,([NH:3]-[C:1]-[NH:2])>>([C:1]=[N:2]).([NH2:3]),19771
577,R58,R50,([N:3]=[C:2]-[c:1])>>([cH:1].O=[C:2]-[NH:3]),5313
578,R58,R50,([N:3]=[CH:2]-[c:1])>>([cH:1].O=[CH:2]-[NH:3]),151
579,R59,R51,([CH3:3]-[c:2](:[c:1]):[n:6]:[cH:5]:[cH:4])>>([cH:1].O=[C:2]1-[CH2:3]-O-[CH:4]-[CH2:5]-[NH:6]-1),868
580,R60,R52,([C:6]-[CH:5](-N-[C:1])-[c:3](:[c:2]):[c:4])>>(N-[C:1].[c:2]:[cH:3]:[c:4]).(O=[CH:5]-[C:6]),7022
581,R61,R53,([C:6]-[CH:5](-N-[C:1])-[c:3](:[c:2]):[n:4])>>(N-[C:1].[c:2]:[cH:3]:[n:4]).(O=[CH:5]-[C:6]),7768
582,R61,R53,([C:6]-[CH:5](-N-[C:1])-[c:3](:[c:2]):[n:4])>>([C:1]-[NH3+].[c:2]:[cH:3]:[n:4]).(O=[CH:5]-[C:6]),67
583,R62,R54,([c:5]-[c:4](:[nH:1]):[cH:3]:[c:2])>>([NH2:1].[cH:2]).(Br-[CH2:3]-[C:4](=O)-[c:5]),6034
584,R62,R54,([c:5]-[c:4](:[nH:1]):[c:3]:[c:2])>>([NH2:1].[cH:2]).(Br-[CH:3]-[C:4](=O)-[c:5]),2034
585,R63,R55,([n:3]:[c:1]:[n:2])>>(O-[C:1]=O).([NH2:2].[NH:3]),7607
586,R63,R55,([n:3]:[c:1]:[n:2])>>(O=[C:1]-[O-]).([NH2:2].[NH:3]),209
587,R64,R56,(N-c1:n:[cH:1]:[c:2](-[c:3]):s:1)>>(Cl-[CH2:1]-[C:2](=O)-[c:3]),3657
588,R64,R56,(N-c1:n:[cH:1]:[c:2](-[c:3]):s:1)>>(Br-[CH2:1]-[C:2](=O)-[c:3]),1947
589,R64,R56,(N-c1:n:[cH:1]:[c:2](-[C:3]):s:1)>>(Cl-[CH2:1]-[C:2](=O)-[C:3]),1231
590,R64,R56,(N-c1:n:[cH:1]:[c:2](-[C:3]):s:1)>>(Br-[CH2:1]-[C:2](=O)-[C:3]),933
591,R64,R56,(N-c1:n:[c:1](-[C:2]):[c:3](-[C:4]):s:1)>>(Br-[CH:1](-[C:2])-[C:3](=O)-[C:4]),567
592,R64,R56,(N-c1:n:[c:1]:[c:2](-[c:3]):s:1)>>(Cl-[CH:1]-[C:2](=O)-[c:3]),508
593,R64,R56,(N-c1:n:[c:1]:[c:2](-[c:3]):s:1)>>(Br-[CH:1]-[C:2](=O)-[c:3]),368
594,R64,R56,(N-c1:n:[c:1](-[C:2]):[c:3](-[C:4]):s:1)>>(Cl-[CH:1](-[C:2])-[C:3](=O)-[C:4]),187
595,R64,R56,(N-c1:n:[c:1](-[C:2]):[cH:3]:s:1)>>(Cl-[CH:1](-[C:2])-[CH:3]=O),40
596,R64,R56,(N-c1:n:[c:1](-[C:2]):[cH:3]:s:1)>>(Br-[CH:1](-[C:2])-[CH:3]=O),37
597,R64,R56,(N-c1:n:[c:1]2:[c:4](:s:1)-[C:3]-[C:2]-2)>>(Cl-[CH:1]1-[C:2]-[C:3]-[C:4]-1=O),25
598,R64,R56,(N-c1:n:[cH:1]:[c:2](-[c:3]):s:1)>>(I-[CH2:1]-[C:2](=O)-[c:3]),18
599,R64,R56,(N-c1:n:[cH:1]:[c:2](-[C:3]):s:1)>>(I-[CH2:1]-[C:2](=O)-[C:3]),15
600,R64,R56,(N-c1:n:[cH:1]:[cH:2]:s:1)>>(Cl-[CH2:1]-[CH:2]=O),11
601,R65,R57,([c:1]1:[n:5]:[c:4]:[c:3]:[o:2]:1)>>(O-[C:1]=O).([NH2:2]-[c:3]:[c:4]-[OH:5]),9366
602,R65,R57,([c:1]1:[n:5]:[c:4]:[c:3]:[o:2]:1)>>(O=[C:1]-[O-]).([NH2:2]-[c:3]:[c:4]-[OH:5]),263
603,R66,R58,([c:1]1:[n:5]:[c:4]:[c:3]:[s:2]:1)>>(O-[C:1]=O).([NH2:2]-[c:3]:[c:4]-[SH:5]),8906
604,R66,R58,([c:1]1:[n:5]:[c:4]:[c:3]:[s:2]:1)>>(O=[C:1]-[O-]).([NH2:2]-[c:3]:[c:4]-[SH:5]),248
605,R67,R59,([cH:3]:[c:1]:[o:2])>>(Cl-[CH2:1]).([OH:2].O=[CH:3]),9232
606,R68,R60,([c:4]:[n:2]:[c:1]:[n:3])>>(O=[C:1]-[NH:2]).([NH2:3].O-[C:4]),20668
607,R68,R60,([c:4]:[n:2]:[cH:1]:[n:3])>>(O=[CH:1]-[NH:2]).([NH2:3].O-[C:4]),109
608,R69,R61,([O:2]=[c:1]1:[c:3]:[c:4]:[n:5]:c:n:1)>>(O-[C:1](=[O:2])-[c:3]:[c:4]-[NH2:5]),14302
609,R72,R62,(C1-C-C-c2:[n:1]:[c:2]:[c:3]:c:2-C-1)>>([NH2:1]).(O-[CH:2]-[C:3]=O),1315
610,R72,R62,(C1-C-C-c2:[n:1]:[c:2]:[c:3]:c:2-C-1)>>([NH2:1]).(C-O-[CH:2]-[C:3]=O),1204
611,R72,R62,(C1-C-C-c2:[n:1]:[c:2]:[cH:3]:c:2-C-1)>>([NH2:1]).(C-O-[CH:2]-[CH:3]=O),1122
612,R72,R62,(C1-C-C-c2:[n:1]:[c:3]:[c:2]:c:2-C-1)>>([NH2:1]).(O=[C:2]-[CH:3]-O-C-c1:c:c:c:c:c:1),790
613,R72,R62,(C1-C-C-c2:[n:1]:[c:3]:[c:2]:c:2-C-1)>>([NH2:1]).(O=[C:2]-[CH:3]-O-c1:c:c:c:c:c:1),389
614,R72,R62,(C1-C-C-c2:[n:1]:[c:2]:[cH:3]:c:2-C-1)>>([NH2:1]).(C-C(-C)(-C)-[Si](-C)(-C)-O-[CH:2]-[CH:3]=O),293
615,R72,R62,(C1-C-C-c2:[n:1]:[c:2]:[c:3]:c:2-C-1)>>([NH2:1]).(C-C-O-[CH:2]-[C:3]=O),284
616,R72,R62,(C1-C-C-c2:[n:1]:[c:2]:[cH:3]:c:2-C-1)>>([NH2:1]).(O-[CH:2]-[CH:3]=O),155
617,R72,R62,([CH2:4]-[c:3]1:[c:2]:c2:c(:[n:1]:1)-C-C-C-C-2)>>([NH2:1]).(O=[C:2]-[CH:3]1-O-[CH:4]-1),145
618,R72,R62,(C1-C-C-c2:[n:1]:[c:2]:[c:3]:c:2-C-1)>>([NH2:1]).(C-C-c1:c:c(=O):o:c2:c:c(-C):c:c(-O-[CH:2]-[C:3]=O):c:1:2),109
619,R72,R62,([CH3:4]-[c:3]1:[c:2]:c2:c(:[n:1]:1)-C-C-C-C-2)>>([NH2:1]).(O=[C:2]-[CH:3]1-O-[CH2:4]-1),104
620,R72,R62,([CH:4]-[c:3]1:[c:2]:c2:c(:[n:1]:1)-C-C-C-C-2)>>([NH2:1]).(O=[C:2]-[CH:3]1-O-[C:4]-1),103
621,R72,R62,(C1-C-C-c2:[n:1]:[c:2]:[c:3]:c:2-C-1)>>([NH2:1]).(F-c1:c:c:c:c:c:1-O-[CH:2]-[C:3]=O),101
622,R72,R62,([CH3:4]-[c:3]1:[cH:2]:c2:c(:[n:1]:1)-C-C-C-C-2)>>([NH2:1]).(O=[CH:2]-[CH:3]1-O-[CH2:4]-1),93
623,R72,R62,(C1-C-C-c2:[n:1]:[c:2]:[c:3]:c:2-C-1)>>([NH2:1]).(F-c1:c:c:c(-O-[CH:2]-[C:3]=O):c:c:1),93
624,R72,R62,([CH3:3]-[c:2]1:[c:4]:[n:1]:c2:c:1-C-C-C-C-2)>>([NH2:1]).(O=[C:2]1-[CH2:3]-O-[CH:4]-1),92
625,R72,R62,(C1-C-C-c2:[n:1]:[c:2]:[c:3]:c:2-C-1)>>([NH2:1]).(C-c1:c(-C):c2:c:c:c(-O-[CH:2]-[C:3]=O):c:c:2:o:c:1=O),92
626,R72,R62,(C1-C-C-c2:[n:1]:[c:2]:[c:3]:c:2-C-1)>>([NH2:1]).(C-c1:c:c(-O-[CH:2]-[C:3]=O):c2:c(-C):c(-C):c(=O):o:c:2:c:1),90
627,R72,R62,(C1-C-C-c2:[n:1]:[c:3]:[c:2]:c:2-C-1)>>([NH2:1]).(O=[C:2]-[CH:3]-O-c1:c:c:c2:c:c:c(=O):o:c:2:c:1),85
628,R72,R62,(C1-C-C-c2:[n:1]:[c:2]:[c:3]:c:2-C-1)>>([NH2:1]).(Cl-c1:c:c:c(-O-[CH:2]-[C:3]=O):c(-Cl):c:1),79
629,R72,R62,([CH:4]-[c:3]1:[cH:2]:c2:c(:[n:1]:1)-C-C-C-C-2)>>([NH2:1]).(O=[CH:2]-[CH:3]1-O-[C:4]-1),78
630,R73,R63,([OH:7]-[c:5]1:[c:4]:[c:1]:[cH:2]:[c:3]:[n:6]:1)>>(O=[C:1]-[CH2:2]-[C:3]=O).([CH2:4]-[C:5](-[NH2:6])=[O:7]),5746
631,R73,R63,([OH:7]-[c:5]1:[c:4]:[c:1]:[c:2]:[c:3]:[n:6]:1)>>(O=[C:1]-[CH:2]-[C:3]=O).([CH2:4]-[C:5](-[NH2:6])=[O:7]),1882
632,R73,R63,([OH:7]-[c:5]1:[c:4]:[c:1]:[c:2]:[cH:3]:[n:6]:1)>>(O=[C:1]-[CH:2]-[CH:3]=O).([CH2:4]-[C:5](-[NH2:6])=[O:7]),102
633,R75,R64,([c:1]1:[c:2]:[n:3]:n:n:1)>>([C:1]#[C:2]).([N-]=[N+]=[N:3]),9586
634,R76,R65,(N1=N-[N:3]-[C:2]-[C:1]-1)>>([C:1]=[C:2]).([N-]=[N+]=[N:3]),11466
635,R76,R65,(N1=N-[N:3]-[CH:2]-[C:1]-1)>>([C:1]=[CH:2]).([N-]=[N+]=[N:3]),10420
636,R76,R65,(N1=N-[N:3]-[CH:2]-[CH:1]-1)>>([CH:1]=[CH:2]).([N-]=[N+]=[N:3]),8259
637,R77,R66,([CH2:1]1-[CH:6]-[CH:5]=[CH:4]-[CH:3]-[CH:2]-1)>>([CH2:1]=[CH:2]).([CH:3]=[CH:4]-[CH:5]=[CH:6]),885
638,R77,R66,([CH2:3]1-[CH:2]-[CH:1]-[CH:6]-[CH:5]=[CH:4]-1)>>([CH:1]=[CH:2]).([CH2:3]=[CH:4]-[CH:5]=[CH:6]),857
639,R77,R66,([CH:1]1-[CH:2]-[CH:3]-[CH:4]=[CH:5]-[CH:6]-1)>>([CH:1]=[CH:2]).([CH:3]=[CH:4]-[CH:5]=[CH:6]),723
640,R77,R66,([CH2:3]1-[CH:4]=[CH:5]-[CH:6]-[CH2:1]-[CH:2]-1)>>([CH2:1]=[CH:2]).([CH2:3]=[CH:4]-[CH:5]=[CH:6]),680
641,R77,R66,([C:5]1=[CH:4]-[CH2:3]-[CH:2]-[CH:1]-[CH2:6]-1)>>([CH:1]=[CH:2]).([CH2:3]=[CH:4]-[C:5]=[CH2:6]),505
642,R77,R66,([C:5]1=[CH:4]-[CH2:3]-[CH:2]-[CH2:1]-[CH2:6]-1)>>([CH2:1]=[CH:2]).([CH2:3]=[CH:4]-[C:5]=[CH2:6]),498
643,R77,R66,([C:1]1-[CH2:3]-[CH:4]=[CH:5]-[CH:6]-[CH:2]-1)>>([C:1]=[CH:2]).([CH2:3]=[CH:4]-[CH:5]=[CH:6]),493
644,R77,R66,([C:4]1=[CH:5]-[CH:6]-[CH2:1]-[CH:2]-[CH2:3]-1)>>([CH2:1]=[CH:2]).([CH2:3]=[C:4]-[CH:5]=[CH:6]),455
645,R77,R66,([C:1]1-[CH:2]-[CH:3]-[CH:4]=[CH:5]-[CH:6]-1)>>([C:1]=[CH:2]).([CH:3]=[CH:4]-[CH:5]=[CH:6]),404
646,R77,R66,([C:5]1=[CH:4]-[CH2:3]-[CH:2]-[CH:1]-[CH:6]-1)>>([CH:1]=[CH:2]).([CH2:3]=[CH:4]-[C:5]=[CH:6]),392
647,R77,R66,([C:4]1=[CH:5]-[CH:6]-[CH:1]-[CH:2]-[CH2:3]-1)>>([CH:1]=[CH:2]).([CH2:3]=[C:4]-[CH:5]=[CH:6]),380
648,R77,R66,([C:5]1=[CH:4]-[CH2:3]-[CH:2]-[CH2:1]-[CH:6]-1)>>([CH2:1]=[CH:2]).([CH2:3]=[CH:4]-[C:5]=[CH:6]),365
649,R77,R66,([C:3]1-[CH2:1]-[CH:2]-[CH2:6]-[CH:5]=[CH:4]-1)>>([CH2:1]=[CH:2]).([C:3]=[CH:4]-[CH:5]=[CH2:6]),362
650,R77,R66,([C:4]1=[CH:5]-[CH:6]-[CH2:1]-[CH:2]-[CH:3]-1)>>([CH2:1]=[CH:2]).([CH:3]=[C:4]-[CH:5]=[CH:6]),352
651,R77,R66,([C:4]1=[CH:5]-[CH:6]-[CH:1]-[CH:2]-[CH:3]-1)>>([CH:1]=[CH:2]).([CH:3]=[C:4]-[CH:5]=[CH:6]),349
652,R77,R66,([C:3]1-[CH:4]=[CH:5]-[C:6]-[CH2:1]-[CH:2]-1)>>([CH2:1]=[CH:2]).([C:3]=[CH:4]-[CH:5]=[C:6]),293
653,R77,R66,([C:3]1-[CH:1]-[CH:2]-[CH2:6]-[CH:5]=[CH:4]-1)>>([CH:1]=[CH:2]).([C:3]=[CH:4]-[CH:5]=[CH2:6]),255
654,R77,R66,([C:4]1-[C:3]-[CH:2]-[CH:1]-[C:6]-[C:5]=1)>>([CH:1]=[CH:2]).([C:3]=[C:4]-[C:5]=[C:6]),200
655,R77,R66,([C:3]1-[CH:2]-[CH:1]-[C:6]-[CH:5]=[CH:4]-1)>>([CH:1]=[CH:2]).([C:3]=[CH:4]-[CH:5]=[C:6]),194
656,R77,R66,([C:1]1-[CH2:2]-[CH:6]-[CH:5]=[CH:4]-[CH:3]-1)>>([C:1]=[CH2:2]).([CH:3]=[CH:4]-[CH:5]=[CH:6]),186
657,R77,R66,([C:1]1-[CH2:6]-[C:5]=[CH:4]-[CH2:3]-[CH:2]-1)>>([C:1]=[CH:2]).([CH2:3]=[CH:4]-[C:5]=[CH2:6]),184
658,R77,R66,([C:4]1-[C:3]-[CH:2]-[CH2:1]-[C:6]-[C:5]=1)>>([CH2:1]=[CH:2]).([C:3]=[C:4]-[C:5]=[C:6]),179
